j,B-Frequency
"
",I-Frequency
日,I-Frequency
3,I-Frequency
次,I-Frequency
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
),0
。,0
《,0
预,B-Frequency
"
",I-Frequency
混,I-Frequency
胰,I-Frequency
岛,I-Frequency
素,I-Frequency
临,0
床,0
应,0
用,0
专,0
家,0
共,0
识,0
(,0
2,0
0,0
1,0
 ,0
6,0
"
",0
年,0
版,0
),0
》,0
是,0
对,0
2,0
0,0
1,0
3,0
年,0
版,0
的,0
更,0
新,0
。,0
"
",0
作,0
用,0
特,0
点,0
"
",0
目,0
前,0
国,0
内,0
临,0
床,0
应,0
用,0
的,0
预,B-Drug
混,I-Drug
胰,I-Drug
"
",I-Drug
岛,I-Drug
素,I-Drug
包,0
括,0
预,B-Drug
混,I-Drug
人,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
和,0
预,B-Drug
混,I-Drug
胰,I-Drug
"
",I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
",",0
详,0
见,0
表,0
7,0
。,0
"
",0
临,0
床,0
用,0
法,0
"
",0
(,0
1,0
),0
适,0
用,0
人,0
群,0
"
",0
①,0
每,B-Frequency
日,I-Frequency
1,I-Frequency
次,I-Frequency
方,0
案,0
:,0
生,0
活,0
方,0
"
",0
式,0
干,0
预,0
及,0
两,0
种,0
或,0
两,0
种,0
以,0
上,0
口,B-Drug
服,I-Drug
"
",I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
最,0
大,0
有,0
效,0
剂,0
量,0
治,0
疗,0
后,0
"
",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
c,0
≥,B-Test_Value
7,I-Test_Value
.,I-Test_Value
0,I-Test_Value
%,I-Test_Value
的,0
患,0
者,0
。,0
"
",0
②,0
每,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
方,0
案,0
:,0
新,0
诊,0
2,B-Disease
型,I-Disease
糖,I-Disease
"
",I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
",",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
≥,B-Test_Value
9,I-Test_Value
",",I-Test_Value
O,I-Test_Value
%,I-Test_Value
同,0
时,0
合,0
"
",0
并,0
明,0
显,0
临,0
床,0
症,0
状,0
;,0
生,0
活,0
方,0
式,0
干,0
预,0
"
",0
口,0
燃,0
"
",0
及,0
两,0
种,0
或,0
两,0
种,0
以,0
上,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
最,0
"
",0
大,0
有,0
效,0
剂,0
量,0
治,0
疗,0
后,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
 ,0
C,0
I,0
>,B-Test_Value
9,I-Test_Value
.,I-Test_Value
O,I-Test_Value
%,I-Test_Value
"
",0
的,0
患,0
者,0
;,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
物,0
联,0
合,0
基,0
础,0
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
以,0
后,0
",",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
≥,B-Test_Value
7,I-Test_Value
%,I-Test_Value
",",0
"
",0
而,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
已,0
达,0
标,0
的,0
患,0
者,0
。,0
"
",0
③,0
每,B-Frequency
日,I-Frequency
3,I-Frequency
次,I-Frequency
方,0
案,0
:,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",0
每,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
治,0
疗,0
后,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
≥,B-Test_Value
7,I-Test_Value
.,I-Test_Value
O,I-Test_Value
%,I-Test_Value
的,0
"
",0
患,0
者,0
;,0
血,B-Test
糖,I-Test
控,0
制,0
不,0
达,0
标,0
",",0
需,0
要,0
基,B-Method
"
",I-Method
础,I-Method
+,I-Method
餐,I-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
强,0
化,0
治,0
疗,0
",",0
但,0
不,0
愿,0
"
",0
意,0
接,0
受,0
该,0
治,0
疗,0
方,0
案,0
的,0
患,0
者,0
。,0
"
",0
④,0
1,0
—,0
2,0
—,0
3,0
次,0
方,0
案,0
:,0
生,0
活,0
方,0
"
",0
式,0
干,0
预,0
及,0
两,0
种,0
或,0
两,0
种,0
以,0
上,0
口,0
服,0
"
",0
降,B-Drug
糖,I-Drug
药,I-Drug
最,0
大,0
有,0
效,0
剂,0
量,0
治,0
疗,0
后,0
"
",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
≥,B-Test_Value
7,I-Test_Value
.,I-Test_Value
0,I-Test_Value
%,I-Test_Value
的,0
患,0
者,0
。,0
"
",0
(,0
2,0
),0
使,0
用,0
方,0
法,0
"
",0
①,0
每,0
日,0
1,0
次,0
方,0
案,0
:,0
起,0
始,0
剂,0
量,0
一,0
"
",0
般,0
为,0
O,B-Amount
.,I-Amount
2,I-Amount
单,I-Amount
位,I-Amount
/,I-Amount
千,I-Amount
克,I-Amount
体,I-Amount
重,I-Amount
",",0
晚,B-Frequency
餐,I-Frequency
前,I-Frequency
注,0
"
",0
射,0
",",0
根,0
据,0
个,0
人,0
情,0
况,0
作,0
适,0
当,0
调,0
整,0
。,0
"
",0
根,0
据,0
血,B-Test
糖,I-Test
监,0
测,0
情,0
况,0
调,0
整,0
用,0
量,0
",",0
如,0
"
",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
 ,0
C,0
或,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
仍,0
不,0
达,0
标,0
",",0
可,0
"
",0
改,0
为,0
每,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
治,0
疗,0
方,0
案,0
。,0
"
",0
②,0
每,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
方,0
案,0
:,0
对,0
于,0
新,0
诊,0
"
",0
患,0
者,0
或,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
起,0
始,0
的,0
患,0
者,0
",",0
"
",0
一,0
般,0
起,0
始,0
用,0
量,0
为,0
0,B-Amount
.,I-Amount
2,I-Amount
~,I-Amount
0,I-Amount
.,I-Amount
4,I-Amount
单,I-Amount
位,I-Amount
/,I-Amount
千,I-Amount
"
",I-Amount
克,I-Amount
体,I-Amount
重,I-Amount
或,0
1,B-Amount
0,I-Amount
~,I-Amount
1,I-Amount
2,I-Amount
单,I-Amount
位,I-Amount
/,I-Amount
天,I-Amount
",",0
按,0
1,0
:,0
1,0
"
",0
分,0
配,0
到,0
早,B-Frequency
餐,I-Frequency
前,I-Frequency
和,0
晚,B-Frequency
餐,I-Frequency
前,I-Frequency
;,0
对,0
于,0
基,B-Method
"
",I-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
联,0
合,0
口,B-Drug
服,I-Drug
药,I-Drug
方,0
案,0
转,0
预,0
混,0
"
",0
预,B-Drug
混,I-Drug
人,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",0
7,0
0,0
/,0
3,0
0,0
齐,0
J,0
型,0
"
",0
5,0
0,0
/,0
5,0
0,0
齐,0
",",0
J,0
型,0
"
",0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
"
",0
赖,B-Drug
脯,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
7,I-Drug
5,I-Drug
/,I-Drug
2,I-Drug
5,I-Drug
"
",0
门,B-Drug
冬,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
3,I-Drug
0,I-Drug
"
",0
赖,B-Drug
脯,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
5,I-Drug
0,I-Drug
"
",0
门,B-Drug
冬,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
5,I-Drug
0,I-Drug
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
方,0
案,0
者,0
",",0
一,0
般,0
以,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
与,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
以,0
1,0
:,0
1,0
.,0
3,0
的,0
比,0
例,0
进,0
"
",0
行,0
剂,0
量,0
转,0
换,0
",",0
按,0
1,0
:,0
1,0
分,0
配,0
到,0
早,B-Frequency
餐,I-Frequency
"
",I-Frequency
前,I-Frequency
和,0
晚,B-Frequency
餐,I-Frequency
前,I-Frequency
。,0
临,0
床,0
医,0
生,0
应,0
对,0
根,0
据,0
"
",0
患,0
者,0
具,0
体,0
情,0
况,0
决,0
定,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,0
"
",0
别,0
、,0
日,0
总,0
剂,0
量,0
和,0
早,B-Frequency
晚,I-Frequency
餐,I-Frequency
前,I-Frequency
剂,0
量,0
的,0
"
",0
分,0
配,0
比,0
例,0
。,0
不,0
建,0
议,0
同,0
时,0
使,0
用,0
胰,B-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
促,I-Drug
泌,I-Drug
剂,I-Drug
",",0
但,0
可,0
继,0
续,0
使,0
用,0
二,B-Drug
甲,I-Drug
双,I-Drug
"
",I-Drug
胍,I-Drug
或,0
o,B-Drug
c,I-Drug
一,I-Drug
糖,I-Drug
苷,I-Drug
酶,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
",",0
需,0
视,0
患,0
"
",0
者,0
个,0
体,0
情,0
况,0
决,0
定,0
是,0
否,0
停,0
用,0
噻,B-Drug
唑,I-Drug
烷,I-Drug
"
",I-Drug
二,I-Drug
酮,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
。,0
中,B-Drug
预,I-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
(,0
赖,B-Drug
"
",I-Drug
脯,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
5,I-Drug
0,I-Drug
、,0
门,B-Drug
冬,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
5,I-Drug
0,I-Drug
),0
主,0
"
",0
要,0
针,0
对,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
升,B-Test_Value
高,I-Test_Value
明,I-Test_Value
显,I-Test_Value
或,0
者,0
血,B-Test
"
",I-Test
糖,I-Test
波,0
动,0
较,0
大,0
的,0
患,0
者,0
(,0
如,0
1,0
:,0
3,0
服,0
降,B-Drug
糖,I-Drug
药,I-Drug
"
",0
失,0
效,0
后,0
",",0
早,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
≥,B-Test_Value
1,I-Test_Value
3,I-Test_Value
.,I-Test_Value
5,I-Test_Value
毫,I-Test_Value
摩,I-Test_Value
"
",I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
或,0
早,B-Frequency
餐,I-Frequency
前,I-Frequency
后,0
血,B-Test
糖,I-Test
波,0
动,0
≥,B-Test_Value
4,I-Test_Value
.,I-Test_Value
4,I-Test_Value
"
",I-Test_Value
毫,I-Test_Value
摩,I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
",",0
以,0
及,0
饮,0
食,0
中,0
碳,0
水,0
化,0
合,0
"
",0
物,0
比,0
例,0
较,0
高,0
的,0
患,0
者,0
;,0
若,0
低,B-Drug
预,I-Drug
混,I-Drug
人,I-Drug
"
",I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
每,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
治,0
疗,0
的,0
患,0
者,0
餐,B-Test
后,I-Test
血,I-Test
"
",I-Test
糖,I-Test
≥,B-Test_Value
1,I-Test_Value
1,I-Test_Value
.,I-Test_Value
1,I-Test_Value
毫,I-Test_Value
摩,I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
",",0
临,0
床,0
医,0
生,0
可,0
"
",0
依,0
据,0
具,0
体,0
情,0
况,0
考,0
虑,0
等,0
剂,0
量,0
改,0
为,0
低,B-Drug
"
",I-Drug
预,I-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
(,0
赖,B-Drug
脯,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",I-Drug
7,I-Drug
5,I-Drug
/,I-Drug
2,I-Drug
5,I-Drug
、,0
门,B-Drug
冬,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
3,I-Drug
0,I-Drug
),0
或,0
中,B-Drug
预,I-Drug
混,I-Drug
"
",I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
。,0
"
",0
③,0
每,B-Frequency
日,I-Frequency
3,I-Frequency
次,I-Frequency
方,0
案,0
:,0
建,0
议,0
使,0
用,0
预,B-Drug
"
",I-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
。,0
当,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",0
每,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
转,I-Frequency
为,I-Frequency
3,I-Frequency
次,I-Frequency
时,0
",",0
早,B-Frequency
晚,I-Frequency
餐,I-Frequency
前,I-Frequency
可,0
"
",0
表,0
7,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
种,0
类,0
及,0
作,0
用,0
特,0
点,0
"
",0
0,0
.,0
5,0
/,0
J,0
\,0
E,0
],0
",",0
-,0
J,0
-,0
"
",0
0,0
.,0
5,0
小,0
时,0
"
",0
1,0
5,0
分,0
钟,0
"
",0
1,0
0,0
~,0
2,0
0,0
分,0
钟,0
"
",0
1,0
5,0
分,0
钟,0
"
",0
1,0
0,0
~,0
2,0
0,0
分,0
钟,0
"
",0
2,0
~,0
1,0
 ,0
2,0
J,0
J,0
',0
",",0
E,0
],0
",",0
-,0
J,0
"""",0
"
",0
2,0
~,0
3,0
小,0
时,0
"
",0
3,0
0,0
~,0
7,0
0,0
分,0
钟,0
"
",0
1,0
~,0
4,0
小,0
时,0
"
",0
3,0
0,0
~,0
7,0
0,0
分,0
钟,0
"
",0
1,0
~,0
4,0
/,0
J,0
\,0
时,0
"
",0
1,0
4,0
~,0
2,0
4,0
/,0
J,0
',0
",",0
B,0
",",0
-,0
J,0
"
",0
1,0
 ,0
0,0
~,0
2,0
4,0
/,0
j,0
',0
",",0
B,0
",",0
-,0
j,0
-,0
"
",0
1,0
 ,0
6,0
~,0
2,0
4,0
/,0
J,0
',0
",",0
l,0
j,0
",",0
-,0
J,0
"
",0
1,0
 ,0
4,0
—,0
2,0
4,0
/,0
J,0
',0
",",0
1,0
],0
",",0
-,0
j,0
-,0
"
",0
1,0
6,0
~,0
2,0
4,0
小,0
时,0
"
",0
1,0
4,0
—,0
—,0
2,0
4,0
/,0
J,0
',0
",",0
E,0
i,0
",",0
-,0
J,0
"
",0
来,0
源,0
:,0
 ,0
《,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
临,0
床,0
应,0
用,0
专,0
家,0
共,0
识,0
(,0
2,0
0,0
1,0
 ,0
6,0
年,0
版,0
),0
》,0
"
",0
等,0
剂,0
量,0
转,0
换,0
",",0
午,0
餐,0
前,0
加,0
2,B-Amount
~,I-Amount
4,I-Amount
单,I-Amount
位,I-Amount
"
",0
或,0
每,0
天,0
胰,B-Drug
岛,I-Drug
素,I-Drug
总,0
量,0
的,0
1,0
0,0
%,0
",",0
并,0
可,0
"
",0
能,0
需,0
要,0
减,0
少,0
早,B-Frequency
餐,I-Frequency
前,I-Frequency
的,0
剂,0
量,0
2,B-Amount
~,I-Amount
4,I-Amount
单,I-Amount
"
",I-Amount
位,I-Amount
;,0
当,0
替,0
代,0
基,B-Method
础,I-Method
+,I-Method
餐,I-Method
时,I-Method
方,0
案,0
进,0
行,0
强,0
"
",0
化,0
治,0
疗,0
时,0
",",0
医,0
生,0
需,0
要,0
根,0
据,0
具,0
体,0
情,0
"
",0
况,0
制,0
定,0
方,0
案,0
。,0
若,0
低,B-Drug
预,I-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
每,B-Frequency
"
",I-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
治,0
疗,0
",",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
≥,B-Test_Value
7,I-Test_Value
.,I-Test_Value
0,I-Test_Value
%,I-Test_Value
",",0
早,B-Method
"
",I-Method
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
<,B-Test_Value
1,I-Test_Value
0,I-Test_Value
.,I-Test_Value
0,I-Test_Value
毫,I-Test_Value
摩,I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
",",0
可,0
考,0
"
",0
虑,0
调,0
整,0
为,0
低,B-Drug
预,I-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
每,B-Method
"
",I-Method
日,I-Method
3,I-Method
次,I-Method
;,0
若,0
早,B-Frequency
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
≥,B-Amount
1,I-Amount
0,I-Amount
.,I-Amount
0,I-Amount
毫,I-Amount
摩,I-Amount
"
",I-Amount
尔,I-Amount
/,I-Amount
升,I-Amount
",",0
则,0
可,0
考,0
虑,0
调,0
整,0
为,0
中,B-Drug
预,I-Drug
混,I-Drug
胰,I-Drug
"
",I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
每,B-Frequency
日,I-Frequency
3,I-Frequency
次,I-Frequency
治,0
疗,0
;,0
中,B-Drug
预,I-Drug
混,I-Drug
"
",I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
每,B-Frequency
日,I-Frequency
3,I-Frequency
次,I-Frequency
治,0
疗,0
者,0
",",0
如,0
"
",0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
控,0
制,0
好,0
而,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
>,B-Test_Value
6,I-Test_Value
毫,I-Test_Value
"
",I-Test_Value
摩,I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
",",0
可,0
考,0
虑,0
将,0
晚,B-Frequency
餐,I-Frequency
前,I-Frequency
调,0
整,0
为,0
"
",0
低,B-Drug
预,I-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
。,0
"
",0
④,0
1,0
—,0
2,0
—,0
3,0
次,0
方,0
案,0
:,0
使,0
用,0
预,B-Drug
混,I-Drug
"
",I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
",",0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
升,0
高,0
明,0
"
",0
显,0
者,0
选,0
择,0
中,B-Drug
预,I-Drug
混,I-Drug
制,I-Drug
剂,I-Drug
。,0
每,B-Frequency
日,I-Frequency
1,I-Frequency
次,I-Frequency
"
",0
起,0
始,0
剂,0
量,0
一,0
般,0
为,0
1,B-Amount
0,I-Amount
~,I-Amount
1,I-Amount
2,I-Amount
单,I-Amount
位,I-Amount
",",0
晚,B-Frequency
"
",I-Frequency
餐,I-Frequency
前,I-Frequency
注,0
射,0
",",0
根,0
据,0
早,B-Frequency
餐,I-Frequency
前,I-Frequency
血,B-Test
糖,I-Test
调,0
整,0
"
",0
剂,0
量,0
;,0
如,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
 ,0
c,0
或,0
餐,B-Test
前,I-Test
血,I-Test
糖,I-Test
不,0
达,0
"
",0
标,0
",",0
则,0
早,B-Frequency
餐,I-Frequency
前,I-Frequency
增,0
;,0
b,0
D,0
3,B-Amount
~,I-Amount
6,I-Amount
单,I-Amount
位,I-Amount
",",0
根,0
"
",0
据,0
晚,B-Frequency
餐,I-Frequency
前,I-Frequency
和,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
调,0
整,0
早,B-Frequency
餐,I-Frequency
前,I-Frequency
"
",0
和,0
晚,B-Frequency
餐,I-Frequency
前,I-Frequency
剂,0
量,0
;,0
女,0
I,0
:,0
],0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
 ,0
c,0
或,0
午,0
餐,B-Test
"
",I-Test
后,I-Test
血,I-Test
糖,I-Test
仍,0
不,0
达,0
标,0
",",0
则,0
午,B-Frequency
餐,I-Frequency
前,I-Frequency
加,0
用,0
3,B-Amount
"
",I-Amount
单,I-Amount
位,I-Amount
或,0
将,0
早,B-Frequency
餐,I-Frequency
前,I-Frequency
剂,0
量,0
按,0
1,0
:,0
1,0
分,0
配,0
到,0
"
",0
早,B-Frequency
、,I-Frequency
午,I-Frequency
餐,I-Frequency
前,I-Frequency
",",0
根,0
据,0
午,B-Frequency
餐,I-Frequency
后,I-Frequency
或,I-Frequency
晚,I-Frequency
餐,I-Frequency
"
",I-Frequency
前,I-Frequency
血,B-Test
糖,I-Test
调,0
整,0
午,B-Frequency
餐,I-Frequency
前,I-Frequency
剂,0
量,0
。,0
预,B-Drug
混,I-Drug
胰,I-Drug
"
",I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
每,B-Frequency
日,I-Frequency
1,I-Frequency
次,I-Frequency
治,0
疗,0
时,0
可,0
根,0
据,0
"
",0
具,0
体,0
情,0
况,0
调,0
整,0
口,0
服,0
降,B-Drug
糖,I-Drug
药,I-Drug
;,0
当,0
调,0
"
",0
整,0
为,0
每,B-Frequency
日,I-Frequency
2,I-Frequency
次,I-Frequency
或,I-Frequency
3,I-Frequency
次,I-Frequency
时,0
",",0
不,0
建,0
议,0
同,0
"
",0
时,0
使,0
用,0
胰,B-Drug
岛,I-Drug
素,I-Drug
促,I-Drug
泌,I-Drug
剂,I-Drug
",",0
可,0
继,0
续,0
使,0
"
",0
用,0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
或,0
o,B-Drug
c,I-Drug
一,I-Drug
糖,I-Drug
苷,I-Drug
酶,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
",",0
"
",0
视,0
患,0
者,0
个,0
体,0
情,0
况,0
决,0
定,0
是,0
否,0
停,0
用,0
噻,B-Drug
"
",I-Drug
唑,I-Drug
烷,I-Drug
二,I-Drug
酮,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
。,0
醢,0
"
",0
