通,B-SideEff
哪,0
些,0
常,0
见,0
不,0
良,0
反,0
应,0
?,0
"
",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,0
疗,0
常,0
见,0
的,0
不,0
良,0
反,0
应,0
有,0
以,0
下,0
几,0
种,0
:,0
"
",0
①,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
:,0
临,0
床,0
上,0
起,0
始,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
剂,0
量,0
过,0
大,0
",",0
或,0
在,0
"
",0
肝,B-Disease
、,I-Disease
肾,I-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
患,0
者,0
中,0
的,0
不,0
恰,0
当,0
使,0
用,0
可,0
导,0
致,0
低,B-SideEff
血,I-SideEff
"
",I-SideEff
糖,I-SideEff
;,0
单,0
药,0
治,0
疗,0
或,0
与,0
其,0
他,0
降,0
糖,0
药,0
物,0
联,0
合,0
治,0
疗,0
均,0
可,0
能,0
出,0
"
",0
现,0
低,B-Symptom
血,I-Symptom
糖,I-Symptom
。,0
②,0
体,B-SideEff
重,I-SideEff
增,I-SideEff
加,I-SideEff
。,0
③,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
与,0
磺,B-Drug
胺,I-Drug
类,I-Drug
药,I-Drug
"
",I-Drug
物,I-Drug
可,0
发,0
生,0
交,B-SideEff
叉,I-SideEff
过,I-SideEff
敏,I-SideEff
反,I-SideEff
应,I-SideEff
",",0
有,0
磺,B-Disease
胺,I-Disease
类,I-Disease
药,I-Disease
物,I-Disease
过,I-Disease
敏,I-Disease
史,0
者,0
应,0
"
",0
禁,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
[,0
4,0
0,0
],0
。,0
"
",0
5,0
.,0
2,0
 ,0
如,0
何,0
预,0
防,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,0
疗,0
导,0
致,0
的,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
?,0
"
",0
荟,0
萃,0
分,0
析,0
[,0
4,0
1,0
],0
结,0
果,0
显,0
示,0
",",0
正,0
确,0
使,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
单,0
"
",0
药,0
及,0
联,0
合,0
治,0
疗,0
的,0
患,0
者,0
",",0
轻,B-Level
、,I-Level
中,I-Level
度,I-Level
低,B-SideEff
血,I-SideEff
糖,I-SideEff
发,0
生,0
率,0
为,0
"
",0
1,0
.,0
9,0
2,0
例,0
/,0
(,0
患,0
者,0
•,0
年,0
),0
",",0
重,B-Level
度,I-Level
低,B-SideEff
血,I-SideEff
糖,I-SideEff
发,0
生,0
率,0
为,0
0,0
.,0
0,0
1,0
例,0
/,0
(,0
患,0
"
",0
者,0
•,0
年,0
),0
。,0
不,0
同,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
的,0
作,0
用,0
机,0
制,0
及,0
剂,0
型,0
存,0
在,0
差,0
"
",0
异,0
",",0
其,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
发,0
生,0
率,0
也,0
不,0
同,0
",",0
其,0
中,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
导,0
致,0
低,B-SideEff
"
",I-SideEff
血,I-SideEff
糖,I-SideEff
的,0
发,0
生,0
风,0
险,0
最,0
高,0
[,0
4,0
2,0
],0
。,0
"
",0
增,0
加,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
发,0
生,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
事,0
件,0
的,0
主,0
要,0
因,0
素,0
"
",0
有,0
:,0
高,B-Reason
龄,I-Reason
",",0
饮,B-Reason
酒,I-Reason
",",0
合,B-Reason
并,I-Reason
肝,I-Reason
、,I-Reason
肾,I-Reason
疾,I-Reason
病,I-Reason
",",0
药,B-Reason
物,I-Reason
过,I-Reason
量,I-Reason
",",0
药,B-Reason
"
",I-Reason
物,I-Reason
相,I-Reason
互,I-Reason
作,I-Reason
用,I-Reason
等,0
。,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
在,0
使,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
时,0
",",0
"
",0
预,0
防,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
的,0
措,0
施,0
包,0
括,0
:,0
①,0
年,0
长,0
、,0
体,0
弱,0
的,0
患,0
者,0
建,0
议,0
"
",0
选,0
用,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,0
险,0
相,0
对,0
低,0
的,0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
缓,I-Drug
释,I-Drug
片,I-Drug
、,0
格,B-Drug
列,I-Drug
美,I-Drug
"
",I-Drug
脲,I-Drug
",",0
或,0
者,0
其,0
他,0
短,B-Drug
效,I-Drug
制,I-Drug
剂,I-Drug
;,0
②,0
应,0
从,0
小,0
剂,0
量,0
开,0
始,0
服,0
用,0
",",0
"
",0
并,0
根,0
据,0
血,B-Test
糖,I-Test
监,0
测,0
结,0
果,0
缓,0
慢,0
加,0
量,0
至,0
最,0
佳,0
剂,0
量,0
;,0
③,0
饮,0
食,0
"
",0
方,0
面,0
应,0
定,0
食,0
定,0
量,0
",",0
避,0
免,0
餐,0
前,0
剧,0
烈,0
运,0
动,0
。,0
如,0
果,0
出,0
现,0
腹,B-Symptom
"
",I-Symptom
泻,I-Symptom
、,0
呕,B-Symptom
吐,I-Symptom
等,0
症,0
状,0
",",0
应,0
减,0
少,0
药,0
物,0
剂,0
量,0
;,0
④,0
每,0
天,0
的,0
运,0
动,0
"
",0
量,0
应,0
保,0
持,0
相,0
对,0
稳,0
定,0
。,0
运,0
动,0
量,0
过,0
大,0
也,0
可,0
引,0
起,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
",",0
"
",0
在,0
外,0
出,0
旅,0
游,0
、,0
登,0
山,0
时,0
",",0
应,0
适,0
量,0
增,0
加,0
饮,0
食,0
。,0
对,0
于,0
绝,0
大,0
"
",0
多,0
数,0
可,0
被,0
患,0
者,0
察,0
觉,0
的,0
、,0
有,0
症,0
状,0
的,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
事,0
件,0
",",0
可,0
通,0
"
",0
过,0
补,0
充,0
含,B-Drug
糖,I-Drug
食,I-Drug
物,I-Drug
或,0
口,B-Method
服,I-Method
/,I-Method
静,I-Method
脉,I-Method
推,0
注,0
2,B-Amount
0,I-Amount
g,I-Amount
葡,B-Drug
萄,I-Drug
糖,I-Drug
予,0
以,0
纠,0
"
",0
正,0
",",0
若,0
1,B-Frequency
5,I-Frequency
~,I-Frequency
2,I-Frequency
0,I-Frequency
m,I-Frequency
i,I-Frequency
n,I-Frequency
后,0
症,0
状,0
仍,0
不,0
能,0
缓,0
解,0
或,0
血,B-Test
浆,I-Test
葡,I-Test
萄,I-Test
糖,I-Test
"
",I-Test
水,I-Test
平,I-Test
仍,0
很,B-Test_Value
低,I-Test_Value
可,0
以,0
重,0
复,0
给,0
予,0
葡,B-Drug
萄,I-Drug
糖,I-Drug
。,0
对,0
于,0
发,0
生,0
严,B-Disease
重,I-Disease
低,I-Disease
"
",I-Disease
血,I-Disease
糖,I-Disease
事,I-Disease
件,I-Disease
的,0
患,0
者,0
",",0
尤,0
其,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
所,0
致,0
者,0
",",0
需,0
在,0
静,B-Method
脉,I-Method
"
",0
推,0
注,0
葡,B-Drug
萄,I-Drug
糖,I-Drug
后,0
给,0
予,0
较,0
长,0
时,0
间,0
(,0
2,B-Frequency
4,I-Frequency
~,I-Frequency
7,I-Frequency
2,I-Frequency
h,I-Frequency
),0
的,0
葡,B-Method
萄,I-Method
糖,I-Method
静,I-Method
脉,I-Method
"
",I-Method
滴,I-Method
注,I-Method
以,0
防,0
止,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
的,0
再,0
次,0
发,0
生,0
",",0
并,0
至,0
少,0
观,0
察,0
3,B-Frequency
d,I-Frequency
",",0
密,0
"
",0
切,0
监,0
测,0
血,B-Test
糖,I-Test
水,0
平,0
。,0
"
",0
5,0
.,0
3,0
 ,0
如,0
何,0
看,0
待,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
增,B-SideEff
加,I-SideEff
体,I-SideEff
重,I-SideEff
的,0
问,0
题,0
?,0
"
",0
目,0
前,0
普,0
遍,0
认,0
为,0
长,0
期,0
使,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
可,0
致,0
患,0
者,0
体,B-Test
"
",I-Test
重,I-Test
明,B-Test_Value
显,I-Test_Value
增,I-Test_Value
加,I-Test_Value
",",0
但,0
不,0
同,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
对,0
体,B-Test
重,I-Test
的,0
影,0
响,0
存,0
在,0
"
",0
差,0
异,0
。,0
剂,0
型,0
改,0
良,0
后,0
的,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
及,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
对,0
体,B-Test
重,I-Test
"
",0
表,0
 ,0
3,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
在,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
合,I-Disease
并,I-Disease
肾,I-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
患,0
者,0
中,0
的,0
使,0
用,0
推,0
荐,0
"
",0
T,0
a,0
b,0
 ,0
3,0
 ,0
T,0
h,0
e,0
 ,0
r,0
e,0
c,0
o,0
m,0
m,0
e,0
n,0
d,0
a,0
t,0
i,0
o,0
n,0
s,0
 ,0
o,0
f,0
 ,0
s,0
u,0
l,0
f,0
o,0
n,0
y,0
l,0
u,0
r,0
e,0
a,0
s,0
 ,0
u,0
s,0
e,0
d,0
 ,0
i,0
n,0
 ,0
t,0
y,0
p,0
e,0
 ,0
2,0
 ,0
d,0
i,0
a,0
b,0
e,0
t,0
e,0
s,0
 ,0
w,0
i,0
t,0
h,0
 ,0
r,0
e,0
n,0
a,0
l,0
 ,0
i,0
n,0
s,0
u,0
f,0
f,0
i,0
c,0
i,0
e,0
n,0
c,0
y,0
"
",0
药,0
物,0
 ,0
肾,B-Test
功,I-Test
能,I-Test
不,0
全,0
使,0
用,0
范,0
围,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
*,0
[,0
m,0
L,0
/,0
(,0
m,0
i,0
n,0
•,0
1,0
.,0
7,0
3,0
m,0
2,0
),0
],0
"
",0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
 ,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
≥,0
6,0
0,0
",",0
可,0
以,0
使,0
用,0
;,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
<,0
6,0
0,0
",",0
禁,0
用,0
"
",0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
 ,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
≥,0
6,0
0,0
",",0
可,0
以,0
使,0
用,0
;,0
e,0
G,0
F,0
R,0
3,0
0,0
~,0
5,0
9,0
",",0
减,0
量,0
;,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
<,0
3,0
0,0
",",0
禁,0
用,0
"
",0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
 ,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
≥,0
6,0
0,0
",",0
无,0
需,0
调,0
整,0
剂,0
量,0
;,0
e,0
G,0
F,0
R,0
4,0
5,0
~,0
5,0
9,0
",",0
减,0
量,0
;,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
<,0
4,0
5,0
",",0
禁,0
用,0
"
",0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
 ,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
≥,0
6,0
0,0
",",0
可,0
以,0
使,0
用,0
;,0
e,0
G,0
F,0
R,0
4,0
5,0
~,0
5,0
9,0
",",0
减,0
量,0
;,0
e,0
G,0
F,0
R,0
3,0
0,0
~,0
4,0
4,0
",",0
证,0
据,0
有,0
限,0
",",0
谨,0
慎,0
使,0
用,0
;,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
<,0
3,0
0,0
",",0
禁,0
用,0
"
",0
格,B-Drug
列,I-Drug
喹,I-Drug
酮,I-Drug
 ,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
≥,0
3,0
0,0
",",0
可,0
以,0
使,0
用,0
;,0
e,0
G,0
F,0
R,0
1,0
5,0
~,0
2,0
9,0
",",0
证,0
据,0
有,0
限,0
",",0
谨,0
慎,0
使,0
用,0
;,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
<,0
1,0
5,0
",",0
禁,0
用,0
"
",0
*,0
e,B-Test
G,I-Test
F,I-Test
R,I-Test
:,0
估,0
算,0
肾,B-Test
小,I-Test
球,I-Test
滤,I-Test
过,I-Test
率,I-Test
"
",0
2,0
0,0
1,0
7,0
-,0
1,0
[,0
4,0
],0
.,0
i,0
n,0
d,0
d,0
 ,0
 ,0
 ,0
1,0
0,0
 ,0
2,0
0,0
1,0
7,0
/,0
3,0
/,0
2,0
 ,0
 ,0
 ,0
1,0
9,0
:,0
1,0
0,0
:,0
2,0
6,0
"
",0
影,0
响,0
较,0
小,0
[,0
1,0
3,0
",",0
4,0
3,0
],0
。,0
随,0
机,0
对,0
照,0
研,0
究,0
结,0
果,0
显,0
示,0
",",0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
"
",0
患,0
者,0
使,0
用,0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
单,0
药,0
治,0
疗,0
1,B-Duration
年,I-Duration
体,B-Test
重,I-Test
增,0
加,0
2,B-Test_Value
.,I-Test_Value
6,I-Test_Value
k,I-Test_Value
g,I-Test_Value
[,0
4,0
4,0
],0
。,0
"
",0
G,0
U,0
I,0
D,0
E,0
研,0
究,0
中,0
随,0
机,0
分,0
为,0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
缓,I-Drug
释,I-Drug
片,I-Drug
组,I-Drug
和,0
格,B-Drug
列,I-Drug
美,I-Drug
"
",I-Drug
脲,I-Drug
组,I-Drug
治,0
疗,0
2,B-Duration
7,I-Duration
周,I-Duration
",",0
体,B-Test
重,I-Test
增,0
加,0
分,0
别,0
为,0
0,B-Test_Value
.,I-Test_Value
5,I-Test_Value
k,I-Test_Value
g,I-Test_Value
和,0
0,B-Test_Value
.,I-Test_Value
6,I-Test_Value
k,I-Test_Value
g,I-Test_Value
[,0
7,0
],0
。,0
"
",0
荟,0
萃,0
分,0
析,0
[,0
4,0
5,0
],0
结,0
果,0
显,0
示,0
",",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
单,0
药,0
治,0
疗,0
平,0
均,0
约,0
"
",0
增,0
加,0
体,B-Test
重,I-Test
2,B-Test_Value
k,I-Test_Value
g,I-Test_Value
",",0
但,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
与,0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
、,0
S,B-Drug
G,I-Drug
L,I-Drug
T,I-Drug
-,I-Drug
2,I-Drug
"
",I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
、,0
G,B-Drug
L,I-Drug
P,I-Drug
-,I-Drug
1,I-Drug
受,I-Drug
体,I-Drug
激,I-Drug
动,I-Drug
剂,I-Drug
等,0
药,0
物,0
联,0
合,0
时,0
",",0
这,0
一,0
不,0
"
",0
良,0
反,0
应,0
可,0
能,0
会,0
被,0
完,0
全,0
或,0
部,0
分,0
抵,0
消,0
。,0
Z,0
O,0
D,0
I,0
A,0
C,0
-,0
3,0
9,0
队,0
"
",0
列,0
研,0
究,0
[,0
4,0
6,0
],0
显,0
示,0
",",0
不,0
同,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
二,B-Drug
甲,I-Drug
双,I-Drug
胍,I-Drug
治,0
疗,0
"
",0
5,0
年,0
",",0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
组,0
体,B-Test
重,I-Test
增,0
加,0
3,B-Test_Value
.,I-Test_Value
3,I-Test_Value
k,I-Test_Value
g,I-Test_Value
",",0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
组,0
体,B-Test
重,I-Test
"
",0
增,0
加,0
3,B-Test_Value
.,I-Test_Value
9,I-Test_Value
k,I-Test_Value
g,I-Test_Value
",",0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
组,0
体,B-Test
重,I-Test
增,0
加,0
0,B-Test_Value
.,I-Test_Value
1,I-Test_Value
k,I-Test_Value
g,I-Test_Value
。,0
L,0
E,0
A,0
D,0
-,0
1,0
研,0
"
",0
究,0
[,0
3,0
2,0
],0
显,0
示,0
",",0
之,0
前,0
使,0
用,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
单,0
药,0
治,0
疗,0
的,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
"
",0
者,0
换,0
为,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
联,0
合,0
利,B-Drug
拉,I-Drug
鲁,I-Drug
肽,I-Drug
1,B-Amount
.,I-Amount
2,I-Amount
m,I-Amount
g,I-Amount
/,I-Amount
d,I-Amount
或,0
1,B-Amount
.,I-Amount
8,I-Amount
m,I-Amount
g,I-Amount
/,I-Amount
d,I-Amount
治,0
"
",0
疗,0
后,0
",",0
体,B-Test
重,I-Test
变,0
化,0
分,0
别,0
为,0
+,B-Test_Value
0,I-Test_Value
.,I-Test_Value
3,I-Test_Value
k,I-Test_Value
g,I-Test_Value
和,0
-,0
0,B-Test_Value
.,I-Test_Value
2,I-Test_Value
k,I-Test_Value
g,I-Test_Value
。,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
"
",0
单,0
药,0
治,0
疗,0
血,B-Test
糖,I-Test
控,0
制,0
不,0
佳,0
的,0
患,0
者,0
",",0
加,0
用,0
达,B-Drug
格,I-Drug
列,I-Drug
净,I-Drug
后,0
不,0
"
",0
仅,0
可,0
以,0
进,0
一,0
步,0
改,0
善,0
血,B-Test
糖,I-Test
",",0
还,0
可,0
改,0
善,0
体,B-Test
重,I-Test
[,0
2,0
9,0
],0
。,0
"
",0
5,0
.,0
4,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
的,0
心,0
血,0
管,0
安,0
全,0
性,0
如,0
何,0
?,0
"
",0
不,0
同,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
的,0
心,0
血,0
管,0
安,0
全,0
性,0
可,0
能,0
存,0
在,0
差,0
"
",0
异,0
。,0
包,0
括,0
U,0
K,0
P,0
D,0
S,0
和,0
A,0
D,0
V,0
A,0
N,0
C,0
E,0
等,0
多,0
项,0
大,0
型,0
临,0
床,0
研,0
"
",0
究,0
[,0
1,0
3,0
",",0
4,0
7,0
-,0
5,0
1,0
],0
结,0
果,0
均,0
证,0
实,0
了,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
在,0
降,0
糖,0
治,0
疗,0
中,0
的,0
"
",0
心,0
血,0
管,0
安,0
全,0
性,0
。,0
荟,0
萃,0
分,0
析,0
[,0
5,0
2,0
],0
结,0
果,0
发,0
现,0
",",0
与,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
"
",0
相,0
比,0
",",0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
和,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
可,0
降,0
低,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
的,0
全,0
"
",0
因,0
死,0
亡,0
风,0
险,0
",",0
而,0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
、,0
甲,B-Drug
苯,I-Drug
磺,I-Drug
丁,I-Drug
脲,I-Drug
及,0
氯,B-Drug
磺,I-Drug
丙,I-Drug
脲,I-Drug
"
",0
则,0
无,0
此,0
差,0
异,0
。,0
一,0
项,0
为,0
期,0
5,B-Duration
年,I-Duration
的,0
大,0
样,0
本,0
观,0
察,0
性,0
研,0
究,0
[,0
5,0
3,0
],0
"
",0
发,0
现,0
",",0
使,0
用,0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
治,0
疗,0
的,0
患,0
者,0
总,0
病,0
死,0
率,0
和,0
心,B-Disease
血,I-Disease
管,I-Disease
"
",I-Disease
事,I-Disease
件,I-Disease
死,I-Disease
亡,I-Disease
率,0
均,0
低,0
于,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
",",0
这,0
可,0
能,0
与,0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
能,0
"
",0
选,0
择,0
性,0
激,0
活,0
胰,B-Anatomy
岛,I-Anatomy
β,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
磺,B-Anatomy
脲,I-Anatomy
类,I-Anatomy
受,I-Anatomy
体,I-Anatomy
1,I-Anatomy
(,0
s,0
u,0
l,0
f,0
o,0
n,0
y,0
l,0
u,0
r,0
e,0
a,0
"
",0
r,0
e,0
c,0
e,0
p,0
t,0
o,0
r,0
",",0
S,0
U,0
R,0
1,0
),0
",",0
而,0
对,0
心,B-Anatomy
肌,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
上,0
的,0
S,B-Test
U,I-Test
R,I-Test
2,I-Test
A,I-Test
和,0
血,B-Anatomy
管,I-Anatomy
"
",I-Anatomy
平,I-Anatomy
滑,I-Anatomy
肌,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
上,0
的,0
S,B-Test
U,I-Test
R,I-Test
2,I-Test
B,I-Test
无,0
活,0
化,0
作,0
用,0
有,0
关,0
。,0
另,0
外,0
",",0
体,0
"
",0
外,0
试,0
验,0
[,0
5,0
4,0
],0
证,0
实,0
格,B-Drug
列,I-Drug
喹,I-Drug
酮,I-Drug
对,0
胰,B-Anatomy
岛,I-Anatomy
β,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
同,0
样,0
具,0
有,0
高,0
选,0
择,0
"
",0
性,0
",",0
推,0
测,0
其,0
同,0
样,0
具,0
有,0
较,0
好,0
的,0
心,0
血,0
管,0
安,0
全,0
性,0
。,0
总,0
之,0
",",0
"
",0
在,0
评,0
价,0
不,0
同,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
的,0
心,0
血,0
管,0
安,0
全,0
性,0
时,0
",",0
需,0
要,0
具,0
"
",0
体,0
问,0
题,0
具,0
体,0
分,0
析,0
。,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
的,0
心,0
血,0
管,0
安,0
全,0
性,0
问,0
题,0
"
",0
仍,0
需,0
设,0
计,0
优,0
良,0
的,0
前,0
瞻,0
性,0
随,0
机,0
对,0
照,0
研,0
究,0
加,0
以,0
解,0
决,0
。,0
"
",0
5,0
.,0
5,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
会,0
加,0
速,0
β,B-Reason
细,I-Reason
胞,I-Reason
功,I-Reason
能,I-Reason
衰,I-Reason
退,I-Reason
吗,0
?,0
"
",0
β,B-Anatomy
细,I-Anatomy
胞,I-Anatomy
功,0
能,0
凋,0
亡,0
的,0
机,0
制,0
尚,0
未,0
完,0
全,0
明,0
确,0
。,0
持,0
续,0
2,0
0,0
"
",0
年,0
的,0
U,0
K,0
P,0
D,0
S,0
研,0
究,0
[,0
5,0
5,0
],0
结,0
果,0
表,0
明,0
",",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
并,0
未,0
加,0
速,0
"
",0
β,B-Anatomy
细,I-Anatomy
胞,I-Anatomy
功,0
能,0
衰,0
竭,0
。,0
A,0
D,0
O,0
P,0
T,0
研,0
究,0
[,0
5,0
0,0
],0
终,0
点,0
时,0
",",0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
"
",0
组,0
β,B-Anatomy
细,I-Anatomy
胞,I-Anatomy
胰,B-Anatomy
岛,I-Anatomy
素,I-Anatomy
分,0
泌,0
功,0
能,0
和,0
罗,B-Drug
格,I-Drug
列,I-Drug
酮,I-Drug
组,0
相,0
似,0
。,0
中,0
国,0
一,0
"
",0
项,0
多,0
中,0
心,0
研,0
究,0
[,0
5,0
6,0
],0
结,0
果,0
显,0
示,0
",",0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
缓,I-Drug
释,I-Drug
片,I-Drug
强,0
化,0
治,0
"
",0
疗,0
3,B-Duration
个,I-Duration
月,I-Duration
可,0
使,0
约,0
6,0
0,0
%,0
的,0
患,0
者,0
血,B-Test
糖,I-Test
达,0
标,0
",",0
停,0
药,0
2,B-Duration
日,I-Duration
后,0
复,0
"
",0
查,0
口,B-Test
服,I-Test
葡,I-Test
萄,I-Test
糖,I-Test
耐,I-Test
量,I-Test
试,I-Test
验,I-Test
",",0
恢,0
复,0
为,0
正,B-Disease
常,I-Disease
糖,I-Disease
耐,I-Disease
量,I-Disease
或,0
糖,B-Disease
耐,I-Disease
"
",I-Disease
量,I-Disease
受,I-Disease
损,I-Disease
者,0
占,0
2,B-Test_Value
2,I-Test_Value
.,I-Test_Value
8,I-Test_Value
3,I-Test_Value
%,I-Test_Value
",",0
这,0
说,0
明,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
强,0
化,0
治,0
疗,0
显,0
"
",0
著,0
改,B-Reason
善,I-Reason
了,I-Reason
早,I-Reason
相,I-Reason
胰,I-Reason
岛,I-Reason
素,I-Reason
分,I-Reason
泌,I-Reason
功,I-Reason
能,I-Reason
。,0
因,0
此,0
",",0
目,0
前,0
尚,0
无,0
直,0
"
",0
接,0
证,0
据,0
表,0
明,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,0
疗,0
与,0
β,B-Reason
细,I-Reason
胞,I-Reason
功,I-Reason
能,I-Reason
衰,I-Reason
退,I-Reason
有,0
关,0
。,0
"
",0
声,0
明,0
 ,0
 ,0
本,0
共,0
识,0
代,0
表,0
《,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
临,0
床,0
应,0
用,0
专,0
家,0
共,0
识,0
"
",0
(,0
2,0
0,0
1,0
6,0
年,0
版,0
),0
》,0
编,0
写,0
组,0
的,0
立,0
场,0
。,0
在,0
缺,0
乏,0
随,0
机,0
对,0
照,0
试,0
验,0
"
",0
或,0
临,0
床,0
实,0
践,0
问,0
题,0
特,0
殊,0
说,0
明,0
的,0
情,0
况,0
下,0
",",0
参,0
加,0
讨,0
论,0
的,0
专,0
"
",0
家,0
使,0
用,0
的,0
是,0
他,0
们,0
的,0
判,0
断,0
和,0
经,0
验,0
。,0
制,0
定,0
本,0
共,0
识,0
是,0
为,0
了,0
"
",0
提,0
供,0
临,0
床,0
指,0
导,0
和,0
参,0
考,0
",",0
而,0
不,0
是,0
对,0
所,0
有,0
个,0
体,0
患,0
者,0
的,0
规,0
"
",0
定,0
",",0
不,0
能,0
代,0
替,0
临,0
床,0
医,0
生,0
的,0
判,0
断,0
。,0
"
",0
